lyrics,label,cleaned_lyrics,preprocessed_lyrics
i shall be free no im just average common too im just like him the same as you im everybodys brother and son i aint different from anyone it aint no use atalking to me its just the same as talking to you i was shadowboxing earlier in the day i figured i was ready for cassius clay i said “fee fie fo fum cassius clay here i come im gonna make your face look just like mine five four three two one cassius clay youd better run your ma wont even recognize you gonna knock him clean right out of his spleen” well i dont know but ive been told the streets in heaven are lined with gold i ask you how things could get much worse if the russians happen to get up there first wowee pretty scary now im liberal but to a degree i want evrybody to be free but if you think that ill let barry goldwater move in next door and marry my daughter you must think im crazy i wouldnt let him do it for all the farms in cuba well i set my monkey on the log and ordered him to do the dog he wagged his tail and shook his head and he went and did the cat instead hes a weird monkey very funky i sat with my highheeled sneakers on waiting to play tennis in the noonday sun i had my white shorts rolled up past my waist and my wighat was falling in my face but they wouldnt let me on the tennis court i got a woman shes so mean she sticks my boots in the washing machine sticks me with buckshot when im nude puts bubblegum in my food shes funny wants my money calls me “honey” now i got a friend who spends his life stabbing my picture with a bowie knife dreams of strangling me with a scarf when my name comes up he pretends to barf ive got a million friends now they asked me to read a poem at the sorority sisters home i got knocked down and my head was swimmin i wound up with the dean of women yippee im a poet and i know it hope i dont blow it im gonna grow my hair down to my feet so strange so i look like a walking mountain range and im gonna ride into omaha on a horse out to the country club and the golf course carry the new york times shoot a few holes blow their minds now youre probably wondering by now just what this song is all about whats probably got you baffled more is what this thing here is for its nothing its something i learned over in england,dylan,i shall be free no im just average common too im just like him the same as you im everybodys brother and son i aint different from anyone it aint no use atalking to me its just the same as talking to you i was shadowboxing earlier in the day i figured i was ready for cassius clay i said “fee fie fo fum cassius clay here i come im gonna make your face look just like mine five four three two one cassius clay youd better run your ma wont even recognize you gonna knock him clean right out of his spleen” well i dont know but ive been told the streets in heaven are lined with gold i ask you how things could get much worse if the russians happen to get up there first wowee pretty scary now im liberal but to a degree i want evrybody to be free but if you think that ill let barry goldwater move in next door and marry my daughter you must think im crazy i wouldnt let him do it for all the farms in cuba well i set my monkey on the log and ordered him to do the dog he wagged his tail and shook his head and he went and did the cat instead hes a weird monkey very funky i sat with my highheeled sneakers on waiting to play tennis in the noonday sun i had my white shorts rolled up past my waist and my wighat was falling in my face but they wouldnt let me on the tennis court i got a woman shes so mean she sticks my boots in the washing machine sticks me with buckshot when im nude puts bubblegum in my food shes funny wants my money calls me “honey” now i got a friend who spends his life stabbing my picture with a bowie knife dreams of strangling me with a scarf when my name comes up he pretends to barf ive got a million friends now they asked me to read a poem at the sorority sisters home i got knocked down and my head was swimmin i wound up with the dean of women yippee im a poet and i know it hope i dont blow it im gonna grow my hair down to my feet so strange so i look like a walking mountain range and im gonna ride into omaha on a horse out to the country club and the golf course carry the new york times shoot a few holes blow their minds now youre probably wondering by now just what this song is all about whats probably got you baffled more is what this thing here is for its nothing its something i learned over in england,shall free im average common im like im everybodys brother son aint different anyone aint use atalking talk shadowbox earlier day figure ready cassius clay say “ fee fie fo fum cassius clay come im gon na make face look like mine five four three two one cassius clay youd well run wont even recognize gon na knock clean right spleen ” well dont know ive told street heaven line gold ask thing could get much bad russian happen get first wowee pretty scary im liberal degree want evrybody free think ill let barry goldwater move next door marry daughter must think im crazy wouldnt let farm cuba well set monkey log order dog wag tail shook head go cat instead he weird monkey funky sit highheeled sneaker wait play tennis noonday sun white short roll past waist wighat fall face wouldnt let tennis court get woman shes mean stick boot wash machine stick buckshot im nude put bubblegum food shes funny want money call “ honey ” get friend spend life stab picture bowie knife dream strangle scarf name come pretend barf ive get million friend ask read poem sorority sisters home get knock head swimmin wound dean woman yippee im poet know hope dont blow im gon na grow hair foot strange look like walk mountain range im gon na ride omaha horse country club golf course carry new york time shoot hole blow mind youre probably wonder song whats probably get baffled thing nothing something learn england
to ramona ramona come closer shut softly your watery eyes the pangs of your sadness shall pass as your senses will rise the flowers of the city though breathlike get deathlike at times and theres no use in tryin t deal with the dyin though i cannot explain that in lines your cracked country lips i still wish to kiss as to be under the strength of your skin your magnetic movements still capture the minutes im in but it grieves my heart love to see you tryin to be a part of a world that just dont exist its all just a dream babe a vacuum a scheme babe that sucks you into feelin like this i can see that your head has been twisted and fed by worthless foam from the mouth i can tell you are torn between stayin and returnin on back to the south youve been fooled into thinking that the finishin end is at hand yet theres no one to beat you no one t defeat you cept the thoughts of yourself feeling bad ive heard you say many times that youre better n no one and no one is better n you if you really believe that you know you got nothing to win and nothing to lose from fixtures and forces and friends your sorrow does stem that hype you and type you making you feel that you must be exactly like them id forever talk to you but soon my words they would turn into a meaningless ring for deep in my heart i know there is no help i can bring everything passes everything changes just do what you think you should do and someday maybe who knows baby ill come and be cryin to you,dylan,to ramona ramona come closer shut softly your watery eyes the pangs of your sadness shall pass as your senses will rise the flowers of the city though breathlike get deathlike at times and theres no use in tryin t deal with the dyin though i cannot explain that in lines your cracked country lips i still wish to kiss as to be under the strength of your skin your magnetic movements still capture the minutes im in but it grieves my heart love to see you tryin to be a part of a world that just dont exist its all just a dream babe a vacuum a scheme babe that sucks you into feelin like this i can see that your head has been twisted and fed by worthless foam from the mouth i can tell you are torn between stayin and returnin on back to the south youve been fooled into thinking that the finishin end is at hand yet theres no one to beat you no one t defeat you cept the thoughts of yourself feeling bad ive heard you say many times that youre better n no one and no one is better n you if you really believe that you know you got nothing to win and nothing to lose from fixtures and forces and friends your sorrow does stem that hype you and type you making you feel that you must be exactly like them id forever talk to you but soon my words they would turn into a meaningless ring for deep in my heart i know there is no help i can bring everything passes everything changes just do what you think you should do and someday maybe who knows baby ill come and be cryin to you,ramona ramona come closer shut softly watery eye pang sadness shall pass sens rise flower city though breathlike get deathlike time there use tryin deal dyin though explain line crack country lip still wish kiss strength skin magnetic movement still capture minute im grief heart love see tryin part world dont exist dream babe vacuum scheme babe suck feelin like see head twist fed worthless foam mouth tell tear stayin returnin back south youve fool think finishin end hand yet theres one beat one defeat cept thought feel bad ive heard say many time youre good n one one good n really believe know get nothing win nothing lose fixture force friend sorrow stem hype type make feel must exactly like id forever talk soon word would turn meaningless ring deep heart know help bring everything pass everything change think someday maybe know baby ill come cryin
motorpsycho nightmare i pounded on a farmhouse lookin for a place to stay i was mighty mighty tired i had come a long long way i said “hey hey in there is there anybody home” i was standin on the steps feelin most alone well out comes a farmer he must have thought that i was nuts he immediately looked at me and stuck a gun into my guts i fell down to my bended knees saying “i dig farmers dont shoot me please” he cocked his rifle and began to shout “youre that travelin salesman that i have heard about” i said “no no no im a doctor and its true im a cleancut kid and i been to college too” then in comes his daughter whose name was rita she looked like she stepped out of la dolce vita i immediately tried to cool it with her dad and told him what a nice pretty farm he had he said “what do doctors know about farms pray tell” i said “i was born at the bottom of a wishing well” well by the dirt neath my nails i guess he knew i wouldnt lie “i guess youre tired” he said kinda sly i said “yes ten thousand miles today i drove” he said “i got a bed for you underneath the stove just one condition and you go to sleep right now that you dont touch my daughter and in the morning milk the cow” i was sleepin like a rat when i heard something jerkin there stood rita lookin just like tony perkins she said “would you like to take a shower ill show you up to the door” i said “oh no no ive been through this before” i knew i had to split but i didnt know how when she said “would you like to take that shower now” well i couldnt leave unless the old man chased me out cause id already promised that id milk his cows i had to say something to strike him very weird so i yelled out “i like fidel castro and his beard” rita looked offended but she got out of the way as he came charging down the stairs sayin “whats that i heard you say” i said “i like fidel castro i think you heard me right” and ducked as he swung at me with all his might rita mumbled something bout her mother on the hill as his fist hit the icebox he said hes going to kill me if i dont get out the door in two seconds flat “you unpatriotic rotten doctor commie rat” well he threw a readers digest at my head and i did run i did a somersault as i seen him get his gun and crashed through the window at a hundred miles an hour and landed fully blast in his garden flowers rita said “come back” as he started to load the sun was comin up and i was runnin down the road well i dont figure ill be back there for a spell even though rita moved away and got a job in a motel he still waits for me constant on the sly he wants to turn me in to the fbi me i romp and stomp thankful as i romp without freedom of speech i might be in the swamp,dylan,motorpsycho nightmare i pounded on a farmhouse lookin for a place to stay i was mighty mighty tired i had come a long long way i said “hey hey in there is there anybody home” i was standin on the steps feelin most alone well out comes a farmer he must have thought that i was nuts he immediately looked at me and stuck a gun into my guts i fell down to my bended knees saying “i dig farmers dont shoot me please” he cocked his rifle and began to shout “youre that travelin salesman that i have heard about” i said “no no no im a doctor and its true im a cleancut kid and i been to college too” then in comes his daughter whose name was rita she looked like she stepped out of la dolce vita i immediately tried to cool it with her dad and told him what a nice pretty farm he had he said “what do doctors know about farms pray tell” i said “i was born at the bottom of a wishing well” well by the dirt neath my nails i guess he knew i wouldnt lie “i guess youre tired” he said kinda sly i said “yes ten thousand miles today i drove” he said “i got a bed for you underneath the stove just one condition and you go to sleep right now that you dont touch my daughter and in the morning milk the cow” i was sleepin like a rat when i heard something jerkin there stood rita lookin just like tony perkins she said “would you like to take a shower ill show you up to the door” i said “oh no no ive been through this before” i knew i had to split but i didnt know how when she said “would you like to take that shower now” well i couldnt leave unless the old man chased me out cause id already promised that id milk his cows i had to say something to strike him very weird so i yelled out “i like fidel castro and his beard” rita looked offended but she got out of the way as he came charging down the stairs sayin “whats that i heard you say” i said “i like fidel castro i think you heard me right” and ducked as he swung at me with all his might rita mumbled something bout her mother on the hill as his fist hit the icebox he said hes going to kill me if i dont get out the door in two seconds flat “you unpatriotic rotten doctor commie rat” well he threw a readers digest at my head and i did run i did a somersault as i seen him get his gun and crashed through the window at a hundred miles an hour and landed fully blast in his garden flowers rita said “come back” as he started to load the sun was comin up and i was runnin down the road well i dont figure ill be back there for a spell even though rita moved away and got a job in a motel he still waits for me constant on the sly he wants to turn me in to the fbi me i romp and stomp thankful as i romp without freedom of speech i might be in the swamp,motorpsycho nightmare pound farmhouse lookin place stay mighty mighty tired come long long way say “ hey hey anybody home ” standin step feelin alone well come farmer must think nut immediately look stuck gun gut fell bend knee say “ dig farmer dont shoot please ” cock rifle begin shout “ youre travelin salesman heard ” say “ im doctor true im cleancut kid college ” come daughter whose name rita look like step la dolce vita immediately try cool dad tell nice pretty farm say “ doctor know farm pray tell ” say “ bear bottom wish well ” well dirt neath nail guess know wouldnt lie “ guess youre tire ” say kinda sly say “ yes ten thousand mile today drive ” say “ get bed underneath stave one condition go sleep right dont touch daughter morning milk cow ” sleepin like rat heard something jerkin stand rita lookin like tony perkins say “ would like take shower ill show door ” say “ oh ive ” knew split didnt know say “ would like take shower ” well couldnt leave unless old man chase cause id already promise id milk cow say something strike weird yell “ like fidel castro beard ” rita look offended get way come charge stair sayin “ whats hear say ” say “ like fidel castro think hear right ” duck swung might rita mumble something bout mother hill fist hit icebox say he go kill dont get door two second flat “ unpatriotic rotten doctor commie rat ” well throw reader digest head run somersault see get gun crash window hundred mile hour land fully blast garden flower rita say “ come back ” start load sun comin runnin road well dont figure ill back spell even though rita move away got job motel still wait constant sly want turn fbi romp stomp thankful romp without freedom speech might swamp
my back pages crimson flames tied through my ears rollin high and mighty traps pounced with fire on flaming roads using ideas as my maps “well meet on edges soon” said i proud neath heated brow ah but i was so much older then im younger than that now halfwracked prejudice leaped forth “rip down all hate” i screamed lies that life is black and white spoke from my skull i dreamed romantic facts of musketeers foundationed deep somehow ah but i was so much older then im younger than that now girls faces formed the forward path from phony jealousy to memorizing politics of ancient history flung down by corpse evangelists unthought of though somehow ah but i was so much older then im younger than that now a selfordained professors tongue too serious to fool spouted out that liberty is just equality in school “equality” i spoke the word as if a wedding vow ah but i was so much older then im younger than that now in a soldiers stance i aimed my hand at the mongrel dogs who teach fearing not that id become my enemy in the instant that i preach my pathway led by confusion boats mutiny from stern to bow ah but i was so much older then im younger than that now yes my guard stood hard when abstract threats too noble to neglect deceived me into thinking i had something to protect good and bad i define these terms quite clear no doubt somehow ah but i was so much older then im younger than that now,dylan,my back pages crimson flames tied through my ears rollin high and mighty traps pounced with fire on flaming roads using ideas as my maps “well meet on edges soon” said i proud neath heated brow ah but i was so much older then im younger than that now halfwracked prejudice leaped forth “rip down all hate” i screamed lies that life is black and white spoke from my skull i dreamed romantic facts of musketeers foundationed deep somehow ah but i was so much older then im younger than that now girls faces formed the forward path from phony jealousy to memorizing politics of ancient history flung down by corpse evangelists unthought of though somehow ah but i was so much older then im younger than that now a selfordained professors tongue too serious to fool spouted out that liberty is just equality in school “equality” i spoke the word as if a wedding vow ah but i was so much older then im younger than that now in a soldiers stance i aimed my hand at the mongrel dogs who teach fearing not that id become my enemy in the instant that i preach my pathway led by confusion boats mutiny from stern to bow ah but i was so much older then im younger than that now yes my guard stood hard when abstract threats too noble to neglect deceived me into thinking i had something to protect good and bad i define these terms quite clear no doubt somehow ah but i was so much older then im younger than that now,back page crimson flame tie ear rollin high mighty trap pounce fire flaming road use idea map “ well meet edge soon ” say proud neath heat brow ah much old im young halfwracked prejudice leap forth “ rip hate ” scream lie life black white speak skull dream romantic fact musketeer foundationed deep somehow ah much old im young girl face form forward path phony jealousy memorize politics ancient history flung corpse evangelist unthought though somehow ah much old im young selfordained professor tongue serious fool spout liberty equality school “ equality ” speak word wedding vow ah much old im young soldier stance aim hand mongrel dog teach fear id become enemy instant preach pathway lead confusion boat mutiny stern bow ah much old im young yes guard stand hard abstract threat noble neglect deceive think something protect good bad define term quite clear doubt somehow ah much old im young
dont believe you she acts like we never have met i cant understand she let go of my hand an left me here facing the wall id sure like t know why she did go but i cant get close t her at all though we kissed through the wild blazing nighttime she said she would never forget but now mornins clear its like i aint here she just acts like we never have met its all new t me like some mystery it could even be like a myth yet its hard t think on that shes the same one that last night i was with from darkness dreamsre deserted am i still dreamin yet i wish shed unlock her voice once an talk stead of acting like we never have met if she aint feelin well then why dont she tell stead of turnin her back t my face without any doubt she seems too far out for me t return t her chase though the night ran swirling an whirling i remember her whispering yet but evidently she dont an evidently she wont she just acts like we never have met if i didnt have t guess id gladly confess t anything i mightve tried if i was with er too long or have done something wrong i wish shed tell me what it is ill run an hide though her skirt it swayed as a guitar played her mouth was watery and wet but now something has changed for she aint the same she just acts like we never have met im leavin today ill be on my way of this i cant say very much but if you want me to i can be just like you an pretend that we never have touched an if anybody asks me “is it easy to forget” ill say “its easily done you just pick anyone an pretend that you never have met”,dylan,dont believe you she acts like we never have met i cant understand she let go of my hand an left me here facing the wall id sure like t know why she did go but i cant get close t her at all though we kissed through the wild blazing nighttime she said she would never forget but now mornins clear its like i aint here she just acts like we never have met its all new t me like some mystery it could even be like a myth yet its hard t think on that shes the same one that last night i was with from darkness dreamsre deserted am i still dreamin yet i wish shed unlock her voice once an talk stead of acting like we never have met if she aint feelin well then why dont she tell stead of turnin her back t my face without any doubt she seems too far out for me t return t her chase though the night ran swirling an whirling i remember her whispering yet but evidently she dont an evidently she wont she just acts like we never have met if i didnt have t guess id gladly confess t anything i mightve tried if i was with er too long or have done something wrong i wish shed tell me what it is ill run an hide though her skirt it swayed as a guitar played her mouth was watery and wet but now something has changed for she aint the same she just acts like we never have met im leavin today ill be on my way of this i cant say very much but if you want me to i can be just like you an pretend that we never have touched an if anybody asks me “is it easy to forget” ill say “its easily done you just pick anyone an pretend that you never have met”,dont believe act like never meet cant understand let go hand leave face wall id sure like know go cant get close though kissed wild blazing nighttime say would never forget mornins clear like aint act like never meet new like mystery could even like myth yet hard think shes one last night darkness dreamsre desert still dreamin yet wish shed unlock voice talk stead act like never meet aint feelin well dont tell stead turnin back face without doubt seem far return chase though night run swirl whirl remember whisper yet evidently dont evidently wont act like never meet didnt guess id gladly confess anything mightve try er long do something wrong wish shed tell ill run hide though skirt sway guitar play mouth watery wet something change aint act like never meet im leavin today ill way cant say much want like pretend never touch anybody asks “ easy forget ” ill say “ easily do pick anyone pretend never meet ”
ballad in plain d i once loved a girl her skin it was bronze with the innocence of a lamb she was gentle like a fawn i courted her proudly but now she is gone gone as the season shes taken through young summers breeze i stole her away from her mother and sister though close did they stay each one of them suffering from the failures of their day with strings of guilt they tried hard to guide us of the two sisters i loved the young with sensitive instincts she was the creative one the constant scapegoat she was easily undone by the jealousy of others around her for her parasite sister i had no respect bound by her boredom her pride to protect countless visions of the other shed reflect as a crutch for her scenes and her society myself for what i did i cannot be excused the changes i was going through cant even be used for the lies that i told her in hopes not to lose the couldbe dreamlover of my lifetime with unknown consciousness i possessed in my grip a magnificent mantelpiece though its heart being chipped noticing not that id already slipped to a sin of loves false security from silhouetted anger to manufactured peace answers of emptiness voice vacancies till the tombstones of damage read me no questions but “please whats wrong and whats exactly the matter” and so it did happen like it could have been foreseen the timeless explosion of fantasys dream at the peak of the night the king and the queen tumbled all down into pieces “the tragic figure” her sister did shout “leave her alone god damn you get out” and i in my armor turning about and nailing her to the ruins of her pettiness beneath a bare lightbulb the plaster did pound her sister and i in a screaming battleground and she in between the victim of sound soon shattered as a child neath her shadows all is gone all is gone admit it take flight i gagged twice doubled tears blinding my sight my mind it was mangled i ran into the night leaving all of loves ashes behind me the wind knocks my window the room it is wet the words to say im sorry i havent found yet i think of her often and hope whoever shes met will be fully aware of how precious she is ah my friends from the prison they ask unto me “how good how good does it feel to be free” and i answer them most mysteriously “are birds free from the chains of the skyway”,dylan,ballad in plain d i once loved a girl her skin it was bronze with the innocence of a lamb she was gentle like a fawn i courted her proudly but now she is gone gone as the season shes taken through young summers breeze i stole her away from her mother and sister though close did they stay each one of them suffering from the failures of their day with strings of guilt they tried hard to guide us of the two sisters i loved the young with sensitive instincts she was the creative one the constant scapegoat she was easily undone by the jealousy of others around her for her parasite sister i had no respect bound by her boredom her pride to protect countless visions of the other shed reflect as a crutch for her scenes and her society myself for what i did i cannot be excused the changes i was going through cant even be used for the lies that i told her in hopes not to lose the couldbe dreamlover of my lifetime with unknown consciousness i possessed in my grip a magnificent mantelpiece though its heart being chipped noticing not that id already slipped to a sin of loves false security from silhouetted anger to manufactured peace answers of emptiness voice vacancies till the tombstones of damage read me no questions but “please whats wrong and whats exactly the matter” and so it did happen like it could have been foreseen the timeless explosion of fantasys dream at the peak of the night the king and the queen tumbled all down into pieces “the tragic figure” her sister did shout “leave her alone god damn you get out” and i in my armor turning about and nailing her to the ruins of her pettiness beneath a bare lightbulb the plaster did pound her sister and i in a screaming battleground and she in between the victim of sound soon shattered as a child neath her shadows all is gone all is gone admit it take flight i gagged twice doubled tears blinding my sight my mind it was mangled i ran into the night leaving all of loves ashes behind me the wind knocks my window the room it is wet the words to say im sorry i havent found yet i think of her often and hope whoever shes met will be fully aware of how precious she is ah my friends from the prison they ask unto me “how good how good does it feel to be free” and i answer them most mysteriously “are birds free from the chains of the skyway”,ballad plain love girl skin bronze innocence lamb gentle like fawn court proudly go go season shes take young summer breeze stole away mother sister though close stay one suffering failure day string guilt try hard guide u two sister love young sensitive instinct creative one constant scapegoat easily undone jealousy others around parasite sister respect bound boredom pride protect countless vision shed reflect crutch scene society excuse change go cant even use lie tell hope lose couldbe dreamlover lifetime unknown consciousness possess grip magnificent mantelpiece though heart chip notice id already slip sin love false security silhouette anger manufacture peace answer emptiness voice vacancy till tombstones damage read question “ please whats wrong whats exactly matter ” happen like could foresee timeless explosion fantasy dream peak night king queen tumble piece “ tragic figure ” sister shout “ leave alone god damn get ” armor turn nailing ruin pettiness beneath bare lightbulb plaster pound sister scream battleground victim sound soon shatter child neath shadow go go admit take flight gag twice doubled tear blind sight mind mangle ran night leave love ash behind wind knock window room wet word say im sorry havent find yet think often hope whoever shes meet fully aware precious ah friend prison ask unto “ good good feel free ” answer mysteriously “ bird free chain skyway ”
it aint me babe go way from my window leave at your own chosen speed im not the one you want babe im not the one you need you say youre lookin for someone never weak but always strong to protect you an defend you whether you are right or wrong someone to open each and every door but it aint me babe no no no it aint me babe it aint me youre lookin for babe go lightly from the ledge babe go lightly on the ground im not the one you want babe i will only let you down you say youre lookin for someone who will promise never to part someone to close his eyes for you someone to close his heart someone who will die for you an more but it aint me babe no no no it aint me babe it aint me youre lookin for babe go melt back into the night babe everything inside is made of stone theres nothing in here moving an anyway im not alone you say youre looking for someone wholl pick you up each time you fall to gather flowers constantly an to come each time you call a lover for your life an nothing more but it aint me babe no no no it aint me babe it aint me youre lookin for babe,dylan,it aint me babe go way from my window leave at your own chosen speed im not the one you want babe im not the one you need you say youre lookin for someone never weak but always strong to protect you an defend you whether you are right or wrong someone to open each and every door but it aint me babe no no no it aint me babe it aint me youre lookin for babe go lightly from the ledge babe go lightly on the ground im not the one you want babe i will only let you down you say youre lookin for someone who will promise never to part someone to close his eyes for you someone to close his heart someone who will die for you an more but it aint me babe no no no it aint me babe it aint me youre lookin for babe go melt back into the night babe everything inside is made of stone theres nothing in here moving an anyway im not alone you say youre looking for someone wholl pick you up each time you fall to gather flowers constantly an to come each time you call a lover for your life an nothing more but it aint me babe no no no it aint me babe it aint me youre lookin for babe,aint babe go way window leave choose speed im one want babe im one need say youre lookin someone never weak always strong protect defend whether right wrong someone open every door aint babe aint babe aint youre lookin babe go lightly ledge babe go lightly grind im one want babe let say youre lookin someone promise never part someone close eye someone close heart someone die aint babe aint babe aint youre lookin babe go melt back night babe everything inside make stone theres nothing move anyway im alone say youre look someone wholl pick time fall gather flower constantly come time call lover life nothing aint babe aint babe aint youre lookin babe
denise denise denise gal whats on your mind denise denise gal whats on your mind you got your eyes closed heaven knows that you aint blind well i can see you smiling but oh your mouth is inside out i can see you smiling but youre smiling inside out well i know youre laughin but what are you laughin about well if youre tryin to throw me babe ive already been tossed if youre tryin to throw me babe ive already been tossed babe youre tryin to lose me babe im already lost well what are you doing are you flying or have you flipped oh what are you doing are you flying or have you flipped well you call my name and then say your tongue just slipped denise denise youre concealed here on the shelf denise denise youre concealed here on the shelf im looking deep in your eyes babe and all i can see is myself,dylan,denise denise denise gal whats on your mind denise denise gal whats on your mind you got your eyes closed heaven knows that you aint blind well i can see you smiling but oh your mouth is inside out i can see you smiling but youre smiling inside out well i know youre laughin but what are you laughin about well if youre tryin to throw me babe ive already been tossed if youre tryin to throw me babe ive already been tossed babe youre tryin to lose me babe im already lost well what are you doing are you flying or have you flipped oh what are you doing are you flying or have you flipped well you call my name and then say your tongue just slipped denise denise youre concealed here on the shelf denise denise youre concealed here on the shelf im looking deep in your eyes babe and all i can see is myself,denise denise denise gal whats mind denise denise gal whats mind get eye close heaven know aint blind well see smile oh mouth inside see smile youre smile inside well know youre laughin laughin well youre tryin throw babe ive already tossed youre tryin throw babe ive already toss babe youre tryin lose babe im already lose well fly flip oh fly flip well call name say tongue slip denise denise youre conceal shelf denise denise youre conceal shelf im look deep eye babe see
if you gotta go go now or else you got to stay all night listen to me baby theres something you must see i want to be with you gal if you want to be with me but if you got to go its all right but if you got to go go now or else you gotta stay all night it aint that im questionin you to take part in any quiz its just that i aint got no watch an you keep askin me what time it is but if you got to go its all right but if you got to go go now or else you gotta stay all night i am just a poor boy baby lookin to connect but i certainly dont want you thinkin that i aint got any respect but if you got to go its all right but if you got to go go now or else you gotta stay all night you know id have nightmares and a guilty conscience too if i kept you from anything that you really wanted to do but if you got to go its all right but if you got to go go now or else you gotta stay all night it aint that im wantin anything you never gave before its just that ill be sleepin soon itll be too dark for you to find the door but if you got to go its all right but if you got to go go now or else you gotta stay all night,dylan,if you gotta go go now or else you got to stay all night listen to me baby theres something you must see i want to be with you gal if you want to be with me but if you got to go its all right but if you got to go go now or else you gotta stay all night it aint that im questionin you to take part in any quiz its just that i aint got no watch an you keep askin me what time it is but if you got to go its all right but if you got to go go now or else you gotta stay all night i am just a poor boy baby lookin to connect but i certainly dont want you thinkin that i aint got any respect but if you got to go its all right but if you got to go go now or else you gotta stay all night you know id have nightmares and a guilty conscience too if i kept you from anything that you really wanted to do but if you got to go its all right but if you got to go go now or else you gotta stay all night it aint that im wantin anything you never gave before its just that ill be sleepin soon itll be too dark for you to find the door but if you got to go its all right but if you got to go go now or else you gotta stay all night,get ta go go else got stay night listen baby there something must see want gal want get go right got go go else get ta stay night aint im questionin take part quiz aint get watch keep askin time get go right get go go else get ta stay night poor boy baby lookin connect certainly dont want thinkin aint get respect get go right get go go else get ta stay night know id nightmare guilty conscience keep anything really want get go right got go go else get ta stay night aint im wantin anything never give ill sleepin soon itll dark find door get go right get go go else get ta stay night
mama you been on my mind perhaps its the color of the sun cut flat an covrin the crossroads im standing at or maybe its the weather or something like that but mama you been on my mind i dont mean trouble please dont put me down or get upset i am not pleadin or sayin “i cant forget” i do not walk the floor bowed down an bent but yet mama you been on my mind even though my mind is hazy an my thoughts they might be narrow where you been dont bother me nor bring me down in sorrow it dont even matter to me where youre wakin up tomorrow but mama youre just on my mind i am not askin you to say words like “yes” or “no” please understand me i got no place for you t go im just breathin to myself pretendin not that i dont know mama you been on my mind when you wake up in the mornin baby look inside your mirror you know i wont be next to you you know i wont be near id just be curious to know if you can see yourself as clear as someone who has had you on his mind,dylan,mama you been on my mind perhaps its the color of the sun cut flat an covrin the crossroads im standing at or maybe its the weather or something like that but mama you been on my mind i dont mean trouble please dont put me down or get upset i am not pleadin or sayin “i cant forget” i do not walk the floor bowed down an bent but yet mama you been on my mind even though my mind is hazy an my thoughts they might be narrow where you been dont bother me nor bring me down in sorrow it dont even matter to me where youre wakin up tomorrow but mama youre just on my mind i am not askin you to say words like “yes” or “no” please understand me i got no place for you t go im just breathin to myself pretendin not that i dont know mama you been on my mind when you wake up in the mornin baby look inside your mirror you know i wont be next to you you know i wont be near id just be curious to know if you can see yourself as clear as someone who has had you on his mind,mama mind perhaps color sun cut flat covrin crossroad im stand maybe weather something like mama mind dont mean trouble please dont put get upset pleadin sayin “ cant forget ” walk floor bow bent yet mama mind even though mind hazy thought might narrow dont bother bring sorrow dont even matter youre wakin tomorrow mama youre mind askin say word like “ yes ” “ ” please understand get place go im breathin pretendin dont know mama mind wake mornin baby look inside mirror know wont next know wont near id curious know see clear someone mind
playboys and playgirls oh ye playboys and playgirls aint agonna run my world aint agonna run my world aint agonna run my world ye playboys and playgirls aint agonna run my world not now or no other time you fallout shelter sellers cant get in my door cant get in my door cant get in my door you fallout shelter sellers cant get in my door not now or no other time your jim crow ground cant turn me around cant turn me around cant turn me around your jim crow ground cant turn me around not now or no other time the laughter in the lynch mob aint agonna do no more aint agonna do no more aint agonna do no more the laughter in the lynch mob aint agonna do no more not now or no other time you insane tongues of war talk aint agonna guide my road aint agonna guide my road aint agonna guide my road you insane tongues of war talk aint agonna guide my road not now or no other time you red baiters and race haters aint agonna hang around here aint agonna hang around here aint agonna hang around here you red baiters and race haters aint agonna hang around here not now or no other time ye playboys and playgirls aint agonna own my world aint agonna own my world aint agonna own my world ye playboys and playgirls aint agonna own my world not now or no other time,dylan,playboys and playgirls oh ye playboys and playgirls aint agonna run my world aint agonna run my world aint agonna run my world ye playboys and playgirls aint agonna run my world not now or no other time you fallout shelter sellers cant get in my door cant get in my door cant get in my door you fallout shelter sellers cant get in my door not now or no other time your jim crow ground cant turn me around cant turn me around cant turn me around your jim crow ground cant turn me around not now or no other time the laughter in the lynch mob aint agonna do no more aint agonna do no more aint agonna do no more the laughter in the lynch mob aint agonna do no more not now or no other time you insane tongues of war talk aint agonna guide my road aint agonna guide my road aint agonna guide my road you insane tongues of war talk aint agonna guide my road not now or no other time you red baiters and race haters aint agonna hang around here aint agonna hang around here aint agonna hang around here you red baiters and race haters aint agonna hang around here not now or no other time ye playboys and playgirls aint agonna own my world aint agonna own my world aint agonna own my world ye playboys and playgirls aint agonna own my world not now or no other time,playboy playgirls oh ye playboys playgirls aint agonna run world aint agonna run world aint agonna run world ye playboys playgirls aint agonna run world time fallout shelter seller cant get door cant get door cant get door fallout shelter seller cant get door time jim crow ground cant turn around cant turn around cant turn around jim crow ground cant turn around time laughter lynch mob aint agonna aint agonna aint agonna laughter lynch mob aint agonna time insane tongue war talk aint agonna guide road aint agonna guide road aint agonna guide road insane tongue war talk aint agonna guide road time red baiters race hater aint agonna hang around aint agonna hang around aint agonna hang around red baiters race hater aint agonna hang around time ye playboys playgirls aint agonna world aint agonna world aint agonna world ye playboys playgirls aint agonna world time
